,Year,Country,equities,real estate,fixed income,infrastructure,Total Investments
2928,2014,Trinidad and Tobago,0,0,5307072,0,5307072
2929,2015,Trinidad and Tobago,0,0,0,0,0
2930,2016,Trinidad and Tobago,0,0,0,0,0
2931,2017,Trinidad and Tobago,0,0,0,0,0
2932,2018,Trinidad and Tobago,0,0,0,0,0
2933,2019,Trinidad and Tobago,0,0,0,0,0
2934,2020,Trinidad and Tobago,0,0,0,0,0
2935,2021,Trinidad and Tobago,0,0,0,0,0
2936,2022,Trinidad and Tobago,0,0,0,0,0
2937,2023,Trinidad and Tobago,0,0,0,0,0
2938,1998,Slovakia,0,0,0,0,0
2939,1999,Slovakia,0,0,0,0,0
2940,2000,Slovakia,0,0,0,0,0
2941,2001,Slovakia,0,0,0,0,0
2942,2002,Slovakia,0,0,0,0,0
2943,2003,Slovakia,0,0,0,0,0
2944,2004,Slovakia,0,0,0,0,0
2945,2005,Slovakia,0,0,0,0,0
2946,2006,Slovakia,0,0,0,0,0
2947,2007,Slovakia,0,0,53849421,0,53849421
2948,2008,Slovakia,0,0,51522260,0,51522260
2949,2009,Slovakia,0,0,116780902,0,116780902
2950,2010,Slovakia,0,0,143090221,0,143090221
2951,2011,Slovakia,0,0,207737544,0,207737544
2952,2012,Slovakia,0,0,242011275,0,242011275
2953,2013,Slovakia,0,0,283497172,0,283497172
2954,2014,Slovakia,0,0,261870110,0,261870110
2955,2015,Slovakia,0,0,172569836,0,172569836
2956,2016,Slovakia,0,0,252674202,0,252674202
2957,2017,Slovakia,0,0,397393267,0,397393267
2958,2018,Slovakia,0,0,452150442,0,452150442
2959,2019,Slovakia,0,0,282985024,0,282985024
2960,2020,Slovakia,0,0,151640380,0,151640380
2961,2021,Slovakia,0,0,236278345,0,236278345
2962,2022,Slovakia,0,0,308575842,0,308575842
2963,2023,Slovakia,0,0,858522327,0,858522327
2964,1998,Costa Rica,0,0,0,0,0
2965,1999,Costa Rica,0,0,0,0,0
2966,2000,Costa Rica,0,0,0,0,0
2967,2001,Costa Rica,0,0,0,0,0
2968,2002,Costa Rica,0,0,0,0,0
2969,2003,Costa Rica,0,0,0,0,0
2970,2004,Costa Rica,0,0,0,0,0
2971,2005,Costa Rica,0,0,0,0,0
2972,2006,Costa Rica,0,0,0,0,0
2973,2007,Costa Rica,0,0,14306102,0,14306102
2974,2008,Costa Rica,0,0,13488590,0,13488590
2975,2009,Costa Rica,0,0,0,0,0
2976,2010,Costa Rica,0,0,0,0,0
2977,2011,Costa Rica,0,0,0,0,0
2978,2012,Costa Rica,0,0,0,0,0
2979,2013,Costa Rica,0,0,0,0,0
2980,2014,Costa Rica,0,0,0,0,0
2981,2015,Costa Rica,0,0,0,0,0
2982,2016,Costa Rica,0,0,0,0,0
2983,2017,Costa Rica,0,0,0,0,0
2984,2018,Costa Rica,0,0,0,0,0
2985,2019,Costa Rica,0,0,0,0,0
2986,2020,Costa Rica,0,0,0,0,0
2987,2021,Costa Rica,0,0,0,0,0
2988,2022,Costa Rica,0,0,0,0,0
2989,2023,Costa Rica,0,0,0,0,0
2990,1998,Liberia,0,0,0,0,0
2991,1999,Liberia,0,0,0,0,0
2992,2000,Liberia,0,0,0,0,0
2993,2001,Liberia,0,0,0,0,0
2994,2002,Liberia,0,0,0,0,0
2995,2003,Liberia,0,0,0,0,0
2996,2004,Liberia,0,0,0,0,0
2997,2005,Liberia,0,0,0,0,0
2998,2006,Liberia,0,0,0,0,0
2999,2007,Liberia,0,0,0,0,0
3000,2008,Liberia,0,0,11372808,0,11372808
3001,2009,Liberia,0,0,0,0,0
3002,2010,Liberia,0,0,0,0,0
3003,2011,Liberia,0,0,0,0,0
3004,2012,Liberia,0,0,0,0,0
3005,2013,Liberia,0,0,0,0,0
3006,2014,Liberia,0,0,0,0,0
3007,2015,Liberia,0,0,0,0,0
3008,2016,Liberia,0,0,0,0,0
3009,2017,Liberia,0,0,0,0,0
3010,2018,Liberia,0,0,0,0,0
3011,2019,Liberia,0,0,0,0,0
3012,2020,Liberia,0,0,0,0,0
3013,2021,Liberia,0,0,0,0,0
3014,2022,Liberia,0,0,0,0,0
3015,2023,Liberia,0,0,0,0,0
3016,1998,Trinidad And Tobago,0,0,0,0,0
3017,1999,Trinidad And Tobago,0,0,0,0,0
3018,2000,Trinidad And Tobago,0,0,0,0,0
3019,2001,Trinidad And Tobago,0,0,0,0,0
3020,2002,Trinidad And Tobago,0,0,0,0,0
3021,2003,Trinidad And Tobago,0,0,0,0,0
3022,2004,Trinidad And Tobago,0,0,0,0,0
3023,2005,Trinidad And Tobago,0,0,0,0,0
3024,2006,Trinidad And Tobago,0,0,0,0,0
3025,2007,Trinidad And Tobago,0,0,0,0,0
3026,2008,Trinidad And Tobago,0,0,5339947,0,5339947
3027,2009,Trinidad And Tobago,0,0,0,0,0
3028,2010,Trinidad And Tobago,0,0,0,0,0
3029,2011,Trinidad And Tobago,0,0,0,0,0
3030,2012,Trinidad And Tobago,0,0,0,0,0
3031,2013,Trinidad And Tobago,0,0,0,0,0
3032,2014,Trinidad And Tobago,0,0,0,0,0
3033,2015,Trinidad And Tobago,0,0,0,0,0
3034,2016,Trinidad And Tobago,0,0,0,0,0
3035,2017,Trinidad And Tobago,0,0,0,0,0
3036,2018,Trinidad And Tobago,0,0,0,0,0
3037,2019,Trinidad And Tobago,0,0,0,0,0
3038,2020,Trinidad And Tobago,0,0,0,0,0
3039,2021,Trinidad And Tobago,0,0,0,0,0
3040,2022,Trinidad And Tobago,0,0,0,0,0
3041,2023,Trinidad And Tobago,0,0,0,0,0
3042,1998,Aruba,0,0,0,0,0
3043,1999,Aruba,0,0,0,0,0
3044,2000,Aruba,0,0,0,0,0
3045,2001,Aruba,0,0,0,0,0
3046,2002,Aruba,0,0,0,0,0
3047,2003,Aruba,0,0,0,0,0
3048,2004,Aruba,0,0,0,0,0
3049,2005,Aruba,0,0,0,0,0
3050,2006,Aruba,0,0,0,0,0
3051,2007,Aruba,0,0,0,0,0
3052,2008,Aruba,0,0,25242526,0,25242526
3053,2009,Aruba,0,0,0,0,0
3054,2010,Aruba,0,0,0,0,0
3055,2011,Aruba,0,0,0,0,0
3056,2012,Aruba,0,0,0,0,0
3057,2013,Aruba,0,0,0,0,0
3058,2014,Aruba,0,0,0,0,0
3059,2015,Aruba,0,0,0,0,0
3060,2016,Aruba,0,0,0,0,0
3061,2017,Aruba,0,0,0,0,0
3062,2018,Aruba,0,0,0,0,0
3063,2019,Aruba,0,0,0,0,0
3064,2020,Aruba,0,0,0,0,0
3065,2021,Aruba,0,0,0,0,0
3066,2022,Aruba,0,0,0,0,0
3067,2023,Aruba,0,0,0,0,0
3068,1998,Isle Of Man,0,0,0,0,0
3069,1999,Isle Of Man,0,0,0,0,0
3070,2000,Isle Of Man,0,0,0,0,0
3071,2001,Isle Of Man,0,0,0,0,0
3072,2002,Isle Of Man,0,0,0,0,0
3073,2003,Isle Of Man,0,0,0,0,0
3074,2004,Isle Of Man,0,0,0,0,0
3075,2005,Isle Of Man,0,0,0,0,0
3076,2006,Isle Of Man,0,0,0,0,0
3077,2007,Isle Of Man,0,0,0,0,0
3078,2008,Isle Of Man,0,0,2577448,0,2577448
3079,2009,Isle Of Man,0,0,0,0,0
3080,2010,Isle Of Man,0,0,0,0,0
3081,2011,Isle Of Man,0,0,0,0,0
3082,2012,Isle Of Man,0,0,0,0,0
3083,2013,Isle Of Man,0,0,0,0,0
3084,2014,Isle Of Man,0,0,0,0,0
3085,2015,Isle Of Man,0,0,0,0,0
3086,2016,Isle Of Man,0,0,0,0,0
3087,2017,Isle Of Man,0,0,0,0,0
3088,2018,Isle Of Man,0,0,0,0,0
3089,2019,Isle Of Man,0,0,0,0,0
3090,2020,Isle Of Man,0,0,0,0,0
3091,2021,Isle Of Man,0,0,0,0,0
3092,2022,Isle Of Man,0,0,0,0,0
3093,2023,Isle Of Man,0,0,0,0,0
3094,1998,Barbados,0,0,0,0,0
3095,1999,Barbados,0,0,0,0,0
3096,2000,Barbados,0,0,0,0,0
3097,2001,Barbados,0,0,0,0,0
3098,2002,Barbados,0,0,0,0,0
3099,2003,Barbados,0,0,0,0,0
3100,2004,Barbados,0,0,0,0,0
3101,2005,Barbados,0,0,0,0,0
3102,2006,Barbados,0,0,0,0,0
3103,2007,Barbados,0,0,0,0,0
3104,2008,Barbados,0,0,0,0,0
3105,2009,Barbados,0,0,0,0,0
3106,2010,Barbados,0,0,0,0,0
3107,2011,Barbados,0,0,5388333,0,5388333
3108,2012,Barbados,0,0,0,0,0
3109,2013,Barbados,0,0,5599913,0,5599913
3110,2014,Barbados,0,0,0,0,0
3111,2015,Barbados,0,0,0,0,0
3112,2016,Barbados,0,0,0,0,0
3113,2017,Barbados,0,0,0,0,0
3114,2018,Barbados,0,0,0,0,0
3115,2019,Barbados,0,0,0,0,0
3116,2020,Barbados,0,0,0,0,0
3117,2021,Barbados,0,0,0,0,0
3118,2022,Barbados,0,0,0,0,0
3119,2023,Barbados,0,0,0,0,0
3120,1998,Uruguay,0,0,0,0,0
3121,1999,Uruguay,0,0,0,0,0
3122,2000,Uruguay,0,0,0,0,0
3123,2001,Uruguay,0,0,0,0,0
3124,2002,Uruguay,0,0,0,0,0
3125,2003,Uruguay,0,0,0,0,0
3126,2004,Uruguay,0,0,0,0,0
3127,2005,Uruguay,0,0,0,0,0
3128,2006,Uruguay,0,0,0,0,0
3129,2007,Uruguay,0,0,0,0,0
3130,2008,Uruguay,0,0,0,0,0
3131,2009,Uruguay,0,0,0,0,0
3132,2010,Uruguay,0,0,0,0,0
3133,2011,Uruguay,0,0,0,0,0
3134,2012,Uruguay,0,0,0,0,0
3135,2013,Uruguay,0,0,30585003,0,30585003
3136,2014,Uruguay,0,0,30016000,0,30016000
3137,2015,Uruguay,0,0,28993999,0,28993999
3138,2016,Uruguay,0,0,0,0,0
3139,2017,Uruguay,0,0,0,0,0
3140,2018,Uruguay,0,0,0,0,0
3141,2019,Uruguay,0,0,0,0,0
3142,2020,Uruguay,0,0,0,0,0
3143,2021,Uruguay,0,0,0,0,0
3144,2022,Uruguay,0,0,0,0,0
3145,2023,Uruguay,0,0,0,0,0
