,Year,Country,equities,real estate,fixed income,infrastructure,Total Investments
487,2017,Canada,15641099163,0,15424690462,0,31065789625
488,2018,Canada,13689207452,0,14347575791,0,28036783243
489,2019,Canada,17806083824,0,12720370493,0,30526454317
490,2020,Canada,18082385028,0,14794755771,0,32877140799
491,2021,Canada,20495565355,0,20637931923,0,41133497278
492,2022,Canada,18589307725,0,20534806295,0,39124114020
493,2023,Canada,21354319112,0,25543089906,0,46897409018
494,1998,Switzerland,451262196,0,157059215,0,608321411
495,1999,Switzerland,432456671,0,197459804,0,629916475
496,2000,Switzerland,863442884,0,332548129,0,1195991013
497,2001,Switzerland,1256970689,0,603234178,0,1860204867
498,2002,Switzerland,1635694161,0,463173591,0,2098867752
499,2003,Switzerland,2837187425,0,641047828,0,3478235253
500,2004,Switzerland,3477321338,0,983954552,0,4461275890
501,2005,Switzerland,4135665713,0,977934665,0,5113600378
502,2006,Switzerland,5867294134,0,1323799769,0,7191093903
503,2007,Switzerland,9155130619,0,2225943112,0,11381073731
504,2008,Switzerland,9723088368,0,1444680680,0,11167769048
505,2009,Switzerland,15525849351,0,1387173928,0,16913023279
506,2010,Switzerland,18456774816,0,2046541077,0,20503315893
507,2011,Switzerland,20410928486,0,2272935504,0,22683863990
508,2012,Switzerland,26053882979,1092267893,5745829627,0,32891980499
509,2013,Switzerland,31456460115,1154433119,5434876688,0,38045769922
510,2014,Switzerland,29805987459,1025206923,6539333101,0,37370527483
511,2015,Switzerland,27932735310,1018885792,5054205947,0,34005827049
512,2016,Switzerland,26519352981,1005293255,4889318380,0,32413964616
513,2017,Switzerland,31930086742,1040042714,5273722885,0,38243852341
514,2018,Switzerland,28300540252,1046225553,5657725527,0,35004491332
515,2019,Switzerland,37893994355,1076606008,4316497925,0,43287098288
516,2020,Switzerland,41887827587,1240527454,4811667136,0,47940022177
517,2021,Switzerland,46464469283,1264669687,5622583486,0,53351722456
518,2022,Switzerland,39403362152,1147103929,5170295593,0,45720761674
519,2023,Switzerland,45015186146,1081144498,7181414208,0,53277744852
520,1998,Australia,142348575,0,217916539,0,360265114
521,1999,Australia,146894437,0,286862258,0,433756695
522,2000,Australia,262169816,0,385486127,0,647655943
523,2001,Australia,636454745,0,506662966,0,1143117711
524,2002,Australia,848085105,0,-47922139,0,800162966
525,2003,Australia,916975595,0,342422888,0,1259398483
526,2004,Australia,1141554410,0,446389992,0,1587944402
527,2005,Australia,1259345428,0,643428924,0,1902774352
528,2006,Australia,2211996212,0,516536135,0,2728532347
529,2007,Australia,3351676560,0,-1465956199,0,1885720361
530,2008,Australia,2741167622,0,1432440596,0,4173608218
531,2009,Australia,5430347264,0,1867573640,0,7297920904
532,2010,Australia,6153051439,0,2130833312,0,8283884751
533,2011,Australia,5333537028,0,1890424779,0,7223961807
534,2012,Australia,9581205176,0,5360769489,0,14941974665
535,2013,Australia,10284385788,0,7214196376,0,17498582164
536,2014,Australia,10872896572,0,7749508705,0,18622405277
537,2015,Australia,10528857637,0,7094509937,0,17623367574
538,2016,Australia,11724673361,0,7257897500,0,18982570861
539,2017,Australia,15027347784,0,8864586222,0,23891934006
540,2018,Australia,13504511591,0,8191137703,0,21695649294
541,2019,Australia,16518229504,0,7087604085,0,23605833589
542,2020,Australia,18491233960,0,8522969489,0,27014203449
543,2021,Australia,19182655704,0,9531261147,0,28713916851
544,2022,Australia,20150495711,0,8225607338,0,28376103049
545,2023,Australia,22204226724,0,8998953106,0,31203179830
546,1998,Luxembourg,0,0,0,0,0
547,1999,Luxembourg,0,0,0,0,0
548,2000,Luxembourg,128071,0,0,0,128071
549,2001,Luxembourg,0,0,0,0,0
550,2002,Luxembourg,0,0,20285517,0,20285517
551,2003,Luxembourg,33723987,0,52519690,0,86243677
552,2004,Luxembourg,16420480,0,20742959,0,37163439
553,2005,Luxembourg,13893192,0,12700570,0,26593762
554,2006,Luxembourg,23382899,0,220775144,0,244158043
555,2007,Luxembourg,764457765,0,186599973,0,951057738
556,2008,Luxembourg,33824390,0,1577442898,0,1611267288
557,2009,Luxembourg,58679385,0,485852035,0,544531420
558,2010,Luxembourg,134478456,0,1241587206,0,1376065662
559,2011,Luxembourg,72240129,0,629451670,0,701691799
560,2012,Luxembourg,63017209,0,776405822,0,839423031
561,2013,Luxembourg,95728449,0,496062117,0,591790566
562,2014,Luxembourg,1553,0,104581961,0,104583514
563,2015,Luxembourg,1324,0,79126148,0,79127472
564,2016,Luxembourg,0,0,86468972,0,86468972
565,2017,Luxembourg,0,0,133669353,0,133669353
566,2018,Luxembourg,0,0,502890498,0,502890498
567,2019,Luxembourg,0,0,548602241,0,548602241
568,2020,Luxembourg,0,0,629131675,0,629131675
569,2021,Luxembourg,0,0,692946909,0,692946909
570,2022,Luxembourg,0,0,956499796,0,956499796
571,2023,Luxembourg,0,0,1021294736,0,1021294736
572,1998,Mexico,0,0,0,0,0
573,1999,Mexico,0,0,0,0,0
574,2000,Mexico,0,0,0,0,0
575,2001,Mexico,47049274,0,0,0,47049274
576,2002,Mexico,54734549,0,68587863,0,123322412
577,2003,Mexico,148776561,0,297880442,0,446657003
578,2004,Mexico,247766163,0,490680192,0,738446355
579,2005,Mexico,399222521,0,706983087,0,1106205608
580,2006,Mexico,554873565,0,1005377242,0,1560250807
581,2007,Mexico,980366308,0,900784070,0,1881150378
582,2008,Mexico,510922859,0,331174158,0,842097017
583,2009,Mexico,981402153,0,509038681,0,1490440834
584,2010,Mexico,1112155843,0,353614769,0,1465770612
585,2011,Mexico,796646012,0,708471181,0,1505117193
586,2012,Mexico,1946987560,0,4418432798,0,6365420358
587,2013,Mexico,1992693598,0,6351484368,0,8344177966
588,2014,Mexico,1697814552,0,7330122127,0,9027936679
589,2015,Mexico,1981108168,0,7373229513,0,9354337681
590,2016,Mexico,1945600988,0,7143972487,0,9089573475
591,2017,Mexico,2436566877,0,6535941950,0,8972508827
592,2018,Mexico,2048727828,0,5719066935,0,7767794763
593,2019,Mexico,2377757626,0,5689064079,0,8066821705
594,2020,Mexico,2563202389,0,3435020922,0,5998223311
595,2021,Mexico,2641576421,0,1213427443,0,3855003864
596,2022,Mexico,2870209996,0,1531821740,0,4402031736
597,2023,Mexico,3904111058,0,2158847696,0,6062958754
598,1998,Brazil,0,0,0,0,0
599,1999,Brazil,0,0,0,0,0
600,2000,Brazil,0,0,0,0,0
601,2001,Brazil,40179959,0,0,0,40179959
602,2002,Brazil,65729094,0,0,0,65729094
603,2003,Brazil,169959569,0,30907137,0,200866706
604,2004,Brazil,243285075,0,56547139,0,299832214
605,2005,Brazil,552054343,0,53143602,0,605197945
606,2006,Brazil,866629005,0,137255496,0,1003884501
607,2007,Brazil,1861773713,0,199529950,0,2061303663
608,2008,Brazil,1380979326,0,210107655,0,1591086981
609,2009,Brazil,4710226084,0,446175678,0,5156401762
610,2010,Brazil,6018013130,0,365445034,0,6383458164
611,2011,Brazil,5581186790,0,697585798,0,6278772588
612,2012,Brazil,6150387759,0,2799670533,0,8950058292
613,2013,Brazil,6372416720,0,5333815062,0,11706231782
614,2014,Brazil,4653360580,0,6134180848,0,10787541428
615,2015,Brazil,2505416518,0,2821415215,0,5326831733
616,2016,Brazil,4241026565,0,3405260016,0,7646286581
617,2017,Brazil,6023034521,0,3235594974,0,9258629495
618,2018,Brazil,6172822427,0,2797759001,0,8970581428
619,2019,Brazil,7652146363,0,2095350362,0,9747496725
620,2020,Brazil,5317014530,0,1411133243,0,6728147773
621,2021,Brazil,4529459549,0,1500323958,0,6029783507
622,2022,Brazil,4656691923,0,945667900,0,5602359823
623,2023,Brazil,6583712511,0,2021027067,0,8604739578
624,1998,Taiwan,0,0,0,0,0
625,1999,Taiwan,0,0,0,0,0
626,2000,Taiwan,0,0,0,0,0
627,2001,Taiwan,195060930,0,0,0,195060930
628,2002,Taiwan,319008053,0,0,0,319008053
629,2003,Taiwan,606199398,0,0,0,606199398
630,2004,Taiwan,583048263,0,0,0,583048263
631,2005,Taiwan,482565214,0,0,0,482565214
632,2006,Taiwan,498522329,0,0,0,498522329
633,2007,Taiwan,616948356,0,4822172,0,621770528
634,2008,Taiwan,821013139,0,0,0,821013139
635,2009,Taiwan,2721019682,0,2624981,0,2723644663
636,2010,Taiwan,4041483782,0,0,0,4041483782
637,2011,Taiwan,3276584443,0,0,0,3276584443
638,2012,Taiwan,5584150671,0,700257285,0,6284407956
639,2013,Taiwan,7244019882,0,855205518,0,8099225400
640,2014,Taiwan,7893245567,0,898263670,0,8791509237
641,2015,Taiwan,7041740427,0,1117510662,0,8159251089
642,2016,Taiwan,8309512983,0,995328737,0,9304841720
643,2017,Taiwan,11101821517,0,70173756,0,11171995273
644,2018,Taiwan,10432930978,0,0,0,10432930978
645,2019,Taiwan,14338639721,0,0,0,14338639721
646,2020,Taiwan,19866639962,0,208319467,0,20074959429
647,2021,Taiwan,22898856709,0,133361629,0,23032218338
648,2022,Taiwan,17120727675,0,0,0,17120727675
649,2023,Taiwan,22960571396,0,0,0,22960571396
650,1998,Greece,0,0,0,0,0
651,1999,Greece,0,0,0,0,0
652,2000,Greece,0,0,0,0,0
653,2001,Greece,55004611,0,578085435,0,633090046
654,2002,Greece,85667599,0,683247207,0,768914806
655,2003,Greece,184610045,0,1163592022,0,1348202067
656,2004,Greece,328603739,0,2405925719,0,2734529458
657,2005,Greece,450232614,0,2457400481,0,2907633095
658,2006,Greece,630792029,0,3646339262,0,4277131291
659,2007,Greece,1051981549,0,3487982272,0,4539963821
660,2008,Greece,598429098,0,3257767977,0,3856197075
661,2009,Greece,1103632295,0,1765305721,0,2868938016
662,2010,Greece,627361282,0,866346622,0,1493707904
663,2011,Greece,346225274,0,271630711,0,617855985
664,2012,Greece,428855512,0,32676701,0,461532213
665,2013,Greece,619928282,0,16093187,0,636021469
666,2014,Greece,545568383,0,13877224,0,559445607
667,2015,Greece,577245613,0,14879901,0,592125514
668,2016,Greece,418640726,0,16890109,0,435530835
669,2017,Greece,559960841,0,0,0,559960841
670,2018,Greece,376914532,0,0,0,376914532
671,2019,Greece,416205515,0,4795580,0,421001095
672,2020,Greece,372170076,0,0,0,372170076
673,2021,Greece,375212190,0,163844478,0,539056668
674,2022,Greece,420532361,0,14111808,0,434644169
675,2023,Greece,677516670,0,0,0,677516670
676,1998,South Korea,0,0,0,0,0
677,1999,South Korea,0,0,0,0,0
678,2000,South Korea,0,0,0,0,0
679,2001,South Korea,261621004,0,0,0,261621004
680,2002,South Korea,373087994,0,6288721,0,379376715
681,2003,South Korea,571243660,0,106315084,0,677558744
682,2004,South Korea,507052763,0,259278288,0,766331051
683,2005,South Korea,1024645944,0,304271443,0,1328917387
684,2006,South Korea,1959693222,0,432133733,0,2391826955
685,2007,South Korea,3057806570,0,512486089,0,3570292659
686,2008,South Korea,1922110927,0,410808035,0,2332918962
687,2009,South Korea,3588507197,0,291852936,0,3880360133
688,2010,South Korea,4778676982,0,211444143,0,4990121125
689,2011,South Korea,4835118920,0,558557416,0,5393676336
690,2012,South Korea,7073598440,0,4216060999,0,11289659439
691,2013,South Korea,8352901262,0,5704430590,0,14057331852
692,2014,South Korea,8578266256,0,6520720625,0,15098986881
693,2015,South Korea,8196599158,0,6965177254,0,15161776412
694,2016,South Korea,9034443445,0,7647340172,0,16681783617
695,2017,South Korea,13502611077,0,6708498351,0,20211109428
696,2018,South Korea,11121002106,0,6348652036,0,17469654142
697,2019,South Korea,12837988602,0,7761009589,0,20598998191
698,2020,South Korea,18409213006,0,5374812588,0,23784025594
699,2021,South Korea,17231496246,0,1968562661,0,19200058907
700,2022,South Korea,13632782340,0,3000589531,0,16633371871
701,2023,South Korea,19329851774,0,1559572872,0,20889424646
702,1998,Turkey,0,0,0,0,0
703,1999,Turkey,0,0,0,0,0
704,2000,Turkey,0,0,0,0,0
705,2001,Turkey,11988749,0,0,0,11988749
706,2002,Turkey,6815008,0,0,0,6815008
707,2003,Turkey,14988126,0,0,0,14988126
708,2004,Turkey,43108669,0,0,0,43108669
709,2005,Turkey,183680417,0,-17927217,0,165753200
710,2006,Turkey,98766894,0,15818973,0,114585867
711,2007,Turkey,158073243,0,23931427,0,182004670
712,2008,Turkey,377620736,0,11276719,0,388897455
713,2009,Turkey,917246004,0,10231000,0,927477004
714,2010,Turkey,1074743616,0,0,0,1074743616
715,2011,Turkey,1162282018,0,116186048,0,1278468066
716,2012,Turkey,1830017549,0,1306964949,0,3136982498
717,2013,Turkey,1256731979,0,1588802766,0,2845534745
718,2014,Turkey,1689371412,0,3405629833,0,5095001245
719,2015,Turkey,892395600,0,3105045622,0,3997441222
720,2016,Turkey,936973372,0,1677848306,0,2614821678
721,2017,Turkey,1299767433,0,1601188098,0,2900955531
722,2018,Turkey,707476312,0,390224432,0,1097700744
723,2019,Turkey,803078354,0,497943650,0,1301022004
724,2020,Turkey,727828202,0,76110867,0,803939069
725,2021,Turkey,485090679,0,0,0,485090679
726,2022,Turkey,1217031756,0,0,0,1217031756
727,2023,Turkey,0,0,0,0,0
728,1998,Czech Republic,0,0,0,0,0
729,1999,Czech Republic,0,0,0,0,0
730,2000,Czech Republic,0,0,0,0,0
731,2001,Czech Republic,0,0,0,0,0
732,2002,Czech Republic,0,0,56922544,0,56922544
733,2003,Czech Republic,0,0,56229257,0,56229257
734,2004,Czech Republic,5446322,0,53085276,0,58531598
735,2005,Czech Republic,35145327,0,57133345,0,92278672
736,2006,Czech Republic,111980008,0,63340223,0,175320231
737,2007,Czech Republic,4371391,0,64901351,0,69272742
738,2008,Czech Republic,295526268,0,59134301,0,354660569
739,2009,Czech Republic,297514536,0,68960619,0,366475155
740,2010,Czech Republic,135507015,0,111371013,0,246878028
741,2011,Czech Republic,151297383,0,162611363,0,313908746
742,2012,Czech Republic,258191607,0,936306546,0,1194498153
743,2013,Czech Republic,131339606,1513764912,1083652706,0,2728757224
744,2014,Czech Republic,83730658,1843833104,957119917,0,2884683679
745,2015,Czech Republic,95718545,1699327280,988834361,0,2783880186
746,2016,Czech Republic,59415744,2706931836,902258449,0,3668606029
747,2017,Czech Republic,32352712,3051569600,625441448,0,3709363760
748,2018,Czech Republic,36876851,3457224440,50692821,0,3544794112
749,2019,Czech Republic,63206121,3716564523,51618153,0,3831388797
750,2020,Czech Republic,68496145,4097133264,38079001,0,4203708410
751,2021,Czech Republic,41853538,4684212225,312868907,0,5038934670
752,2022,Czech Republic,20872649,5120426325,45583499,0,5186882473
753,2023,Czech Republic,16434125,5093608254,64816993,0,5174859372
754,1998,Thailand,0,0,0,0,0
755,1999,Thailand,0,0,0,0,0
756,2000,Thailand,0,0,0,0,0
757,2001,Thailand,0,0,0,0,0
758,2002,Thailand,0,0,0,0,0
759,2003,Thailand,0,0,0,0,0
760,2004,Thailand,48927292,0,4184546,0,53111838
761,2005,Thailand,60964067,0,9104731,0,70068798
762,2006,Thailand,52725257,0,25547794,0,78273051
763,2007,Thailand,59743639,0,29009732,0,88753371
764,2008,Thailand,196681100,0,25374235,0,222055335
765,2009,Thailand,333716234,0,29465873,0,363182107
766,2010,Thailand,481783716,0,30304941,0,512088657
767,2011,Thailand,585670980,0,27404432,0,613075412
768,2012,Thailand,1033999629,0,1209121187,0,2243120816
769,2013,Thailand,1262212506,0,1562411915,0,2824624421
770,2014,Thailand,1462133675,0,1603548084,0,3065681759
771,2015,Thailand,1238313687,0,1126077862,0,2364391549
772,2016,Thailand,1852358141,0,1297958868,0,3150317009
773,2017,Thailand,2799691335,0,855994733,0,3655686068
774,2018,Thailand,2389500432,0,241180333,0,2630680765
775,2019,Thailand,3148562932,0,0,0,3148562932
776,2020,Thailand,2924109650,0,0,0,2924109650
777,2021,Thailand,2864399727,0,266254768,0,3130654495
778,2022,Thailand,2935772735,0,0,0,2935772735
779,2023,Thailand,2688690743,0,0,0,2688690743
780,1998,Iceland,0,0,0,0,0
781,1999,Iceland,0,0,0,0,0
782,2000,Iceland,0,0,0,0,0
783,2001,Iceland,0,0,0,0,0
784,2002,Iceland,0,0,0,0,0
785,2003,Iceland,0,0,0,0,0
786,2004,Iceland,390,0,2737084,0,2737474
787,2005,Iceland,0,0,-332892944,0,-332892944
788,2006,Iceland,0,0,683604005,0,683604005
789,2007,Iceland,0,0,731633239,0,731633239
790,2008,Iceland,0,0,104949310,0,104949310
791,2009,Iceland,0,0,129461649,0,129461649
792,2010,Iceland,0,0,24207889,0,24207889
793,2011,Iceland,0,0,20338335,0,20338335
794,2012,Iceland,0,0,14895616,0,14895616
795,2013,Iceland,0,0,16418035,0,16418035
796,2014,Iceland,0,0,77388262,0,77388262
797,2015,Iceland,0,0,73014361,0,73014361
798,2016,Iceland,0,0,59704192,0,59704192
799,2017,Iceland,0,0,61591602,0,61591602
800,2018,Iceland,1460379,0,112806570,0,114266949
801,2019,Iceland,12001409,0,138683057,0,150684466
802,2020,Iceland,1863002,0,215506750,0,217369752
803,2021,Iceland,1242047,0,244931672,0,246173719
804,2022,Iceland,0,0,219302593,0,219302593
805,2023,Iceland,0,0,244265549,0,244265549
806,1998,Bermuda,0,0,0,0,0
807,1999,Bermuda,0,0,0,0,0
808,2000,Bermuda,0,0,0,0,0
809,2001,Bermuda,0,0,0,0,0
810,2002,Bermuda,0,0,0,0,0
811,2003,Bermuda,0,0,0,0,0
812,2004,Bermuda,57215927,0,12070415,0,69286342
813,2005,Bermuda,142591571,0,14544727,0,157136298
814,2006,Bermuda,184332032,0,36732058,0,221064090
815,2007,Bermuda,895491591,0,174879635,0,1070371226
816,2008,Bermuda,9635515,0,140860993,0,150496508
817,2009,Bermuda,151805123,0,88811446,0,240616569
818,2010,Bermuda,153613393,0,75331813,0,228945206
819,2011,Bermuda,9382337,0,51256309,0,60638646
820,2012,Bermuda,13792905,0,59887323,0,73680228
821,2013,Bermuda,303675220,0,71949220,0,375624440
822,2014,Bermuda,0,0,0,0,0
823,2015,Bermuda,0,0,0,0,0
824,2016,Bermuda,0,0,0,0,0
825,2017,Bermuda,0,0,0,0,0
826,2018,Bermuda,0,0,0,0,0
827,2019,Bermuda,0,0,0,0,0
828,2020,Bermuda,0,0,0,0,0
829,2021,Bermuda,0,0,0,0,0
830,2022,Bermuda,0,0,0,0,0
831,2023,Bermuda,0,0,0,0,0
832,1998,Egypt,0,0,0,0,0
833,1999,Egypt,0,0,0,0,0
834,2000,Egypt,0,0,0,0,0
835,2001,Egypt,0,0,0,0,0
836,2002,Egypt,0,0,0,0,0
837,2003,Egypt,0,0,0,0,0
838,2004,Egypt,24493452,0,0,0,24493452
839,2005,Egypt,26027911,0,0,0,26027911
840,2006,Egypt,22055616,0,0,0,22055616
841,2007,Egypt,9403575,0,37465303,0,46868878
842,2008,Egypt,88973105,0,40181076,0,129154181
843,2009,Egypt,160555471,0,22558414,0,183113885
844,2010,Egypt,171765075,0,27942053,0,199707128
845,2011,Egypt,125700007,0,28688115,0,154388122
846,2012,Egypt,218466324,0,28111728,0,246578052
847,2013,Egypt,286753936,0,27179765,0,313933701
848,2014,Egypt,547829316,0,26061061,0,573890377
849,2015,Egypt,384714745,0,0,0,384714745
850,2016,Egypt,230149638,0,0,0,230149638
851,2017,Egypt,374440209,0,0,0,374440209
852,2018,Egypt,428286256,0,0,0,428286256
853,2019,Egypt,530252908,0,0,0,530252908
854,2020,Egypt,563673413,0,0,0,563673413
855,2021,Egypt,556537513,0,0,0,556537513
856,2022,Egypt,192433584,0,0,0,192433584
857,2023,Egypt,134662089,0,0,0,134662089
858,1998,Indonesia,0,0,0,0,0
859,1999,Indonesia,0,0,0,0,0
860,2000,Indonesia,0,0,0,0,0
861,2001,Indonesia,0,0,0,0,0
862,2002,Indonesia,0,0,0,0,0
863,2003,Indonesia,0,0,0,0,0
864,2004,Indonesia,13249735,0,0,0,13249735
865,2005,Indonesia,24159503,0,5103592,0,29263095
866,2006,Indonesia,47469111,0,5176497,0,52645608
867,2007,Indonesia,40167959,0,4968009,0,45135968
868,2008,Indonesia,225805892,0,3446003,0,229251895
869,2009,Indonesia,545166893,0,0,0,545166893
870,2010,Indonesia,775135434,0,0,0,775135434
871,2011,Indonesia,741784261,0,55244773,0,797029034
872,2012,Indonesia,995811954,0,1349206354,0,2345018308
873,2013,Indonesia,1054802151,0,1486068483,0,2540870634
874,2014,Indonesia,1088253810,0,2129854320,0,3218108130
875,2015,Indonesia,1111587973,0,1768539159,0,2880127132
876,2016,Indonesia,1376895520,0,2445425839,0,3822321359
877,2017,Indonesia,1956176926,0,2789640285,0,4745817211
878,2018,Indonesia,1750102280,0,2900314215,0,4650416495
879,2019,Indonesia,1865502691,0,3048153013,0,4913655704
880,2020,Indonesia,1832916972,0,1989701735,0,3822618707
881,2021,Indonesia,1736110623,0,730382400,0,2466493023
882,2022,Indonesia,2298944197,0,648648496,0,2947592693
883,2023,Indonesia,2579519340,0,931309993,0,3510829333
884,1998,Hungary,0,0,0,0,0
885,1999,Hungary,0,0,0,0,0
886,2000,Hungary,0,0,0,0,0
887,2001,Hungary,0,0,0,0,0
888,2002,Hungary,0,0,13633477,0,13633477
889,2003,Hungary,0,0,53216541,0,53216541
890,2004,Hungary,96407923,0,153958529,0,250366452
891,2005,Hungary,101212906,0,188385764,0,289598670
892,2006,Hungary,2830398,0,243624146,0,246454544
893,2007,Hungary,4700866,0,320865273,0,325566139
894,2008,Hungary,140945286,0,289794493,0,430739779
895,2009,Hungary,343995602,0,226440428,0,570436030
896,2010,Hungary,308299630,0,161215742,0,469515372
897,2011,Hungary,235738746,0,112752572,0,348491318
898,2012,Hungary,318358912,0,44690695,0,363049607
899,2013,Hungary,193206699,386484432,367728285,0,947419416
900,2014,Hungary,117137959,410189850,399014628,0,926342437
901,2015,Hungary,122415323,372397806,248419087,0,743232216
902,2016,Hungary,66530384,355304600,206672881,0,628507865
903,2017,Hungary,52636590,1645263295,43198550,0,1741098435
904,2018,Hungary,74061832,1511109260,63128801,0,1648299893
905,2019,Hungary,89403470,1700648712,0,0,1790052182
906,2020,Hungary,84788631,1918338282,36464336,0,2039591249
907,2021,Hungary,197647400,1927804950,66034170,0,2191486520
908,2022,Hungary,163475824,1805679036,30665171,0,1999820031
909,2023,Hungary,264995505,1923866622,82264414,0,2271126541
910,1998,Malaysia,0,0,0,0,0
911,1999,Malaysia,0,0,0,0,0
912,2000,Malaysia,0,0,0,0,0
913,2001,Malaysia,0,0,0,0,0
914,2002,Malaysia,0,0,11059788,0,11059788
915,2003,Malaysia,0,0,39946638,0,39946638
916,2004,Malaysia,1345219,0,42964201,0,44309420
917,2005,Malaysia,33158698,0,46233612,0,79392310
918,2006,Malaysia,62263918,0,90589645,0,152853563
919,2007,Malaysia,86467765,0,105584170,0,192051935
920,2008,Malaysia,489491651,0,96532224,0,586023875
921,2009,Malaysia,794524593,0,99579189,0,894103782
922,2010,Malaysia,1202811540,0,55626695,0,1258438235
923,2011,Malaysia,1004247481,0,5506556,0,1009754037
924,2012,Malaysia,1842399578,0,966342428,0,2808742006
925,2013,Malaysia,1913626460,0,1186474496,0,3100100956
926,2014,Malaysia,1660177852,0,1424166482,0,3084344334
927,2015,Malaysia,1534888587,0,1242706219,0,2777594806
928,2016,Malaysia,1412138180,0,1235692804,0,2647830984
929,2017,Malaysia,1853512278,0,1904976512,0,3758488790
930,2018,Malaysia,1569606378,0,1958378811,0,3527985189
931,2019,Malaysia,2060072511,0,1932833033,0,3992905544
932,2020,Malaysia,2268588698,0,1324955356,0,3593544054
933,2021,Malaysia,1919948266,0,746480812,0,2666429078
934,2022,Malaysia,1897122645,0,546816920,0,2443939565
935,2023,Malaysia,2045174604,0,207096504,0,2252271108
936,1998,Philippines,0,0,0,0,0
937,1999,Philippines,0,0,0,0,0
938,2000,Philippines,0,0,0,0,0
939,2001,Philippines,0,0,0,0,0
940,2002,Philippines,0,0,0,0,0
941,2003,Philippines,0,0,0,0,0
942,2004,Philippines,395,0,0,0,395
943,2005,Philippines,9522431,0,-1974898,0,7547533
944,2006,Philippines,14292195,0,6474130,0,20766325
945,2007,Philippines,23204325,0,46117224,0,69321549
946,2008,Philippines,62993297,0,36773372,0,99766669
947,2009,Philippines,108639453,0,0,0,108639453
948,2010,Philippines,205478516,0,0,0,205478516
949,2011,Philippines,271269204,0,0,0,271269204
950,2012,Philippines,589019400,0,1170414,0,590189814
951,2013,Philippines,780236714,0,175481717,0,955718431
952,2014,Philippines,930857060,0,663840316,0,1594697376
953,2015,Philippines,680028776,0,731604838,0,1411633614
954,2016,Philippines,712152481,0,707289677,0,1419442158
955,2017,Philippines,1123499936,0,563177729,0,1686677665
956,2018,Philippines,762064161,0,584943634,0,1347007795
957,2019,Philippines,1031432569,0,406186062,0,1437618631
958,2020,Philippines,1033767181,0,111549751,0,1145316932
959,2021,Philippines,1009470802,0,0,0,1009470802
960,2022,Philippines,818893866,0,0,0,818893866
961,2023,Philippines,880098391,0,0,0,880098391
962,1998,Estonia,0,0,0,0,0
963,1999,Estonia,0,0,0,0,0
964,2000,Estonia,0,0,0,0,0
965,2001,Estonia,0,0,0,0,0
966,2002,Estonia,0,0,0,0,0
967,2003,Estonia,0,0,0,0,0
968,2004,Estonia,7852283,0,0,0,7852283
969,2005,Estonia,7155493,0,15738622,0,22894115
970,2006,Estonia,0,0,0,0,0
971,2007,Estonia,0,0,14356528,0,14356528
972,2008,Estonia,0,0,8860974,0,8860974
973,2009,Estonia,0,0,12113269,0,12113269
974,2010,Estonia,0,0,13792121,0,13792121
975,2011,Estonia,0,0,12999635,0,12999635
976,2012,Estonia,0,0,15157340,0,15157340
977,2013,Estonia,0,0,15931540,0,15931540
978,2014,Estonia,0,0,14688058,0,14688058
979,2015,Estonia,0,0,13036010,0,13036010
980,2016,Estonia,11074029,0,11224454,0,22298483
981,2017,Estonia,14216671,0,0,0,14216671
982,2018,Estonia,10494975,0,0,0,10494975
983,2019,Estonia,9592611,0,0,0,9592611
984,2020,Estonia,8835522,0,123828874,0,132664396
985,2021,Estonia,12548188,0,161598754,0,174146942
986,2022,Estonia,9841139,0,226387079,0,236228218
987,2023,Estonia,12882215,0,267568412,0,280450627
988,1998,Israel,0,0,7074383,0,7074383
989,1999,Israel,0,0,0,0,0
990,2000,Israel,0,0,7890129,0,7890129
991,2001,Israel,0,0,8576631,0,8576631
992,2002,Israel,0,0,9655302,0,9655302
993,2003,Israel,0,0,25536166,0,25536166
994,2004,Israel,8220020,0,33258316,0,41478336
995,2005,Israel,11325439,0,45014537,0,56339976
996,2006,Israel,48327522,0,98037513,0,146365035
997,2007,Israel,153848266,0,117695286,0,271543552
998,2008,Israel,380863031,0,89584421,0,470447452
999,2009,Israel,844580331,0,119371730,0,963952061
1000,2010,Israel,830750821,0,88445787,0,919196608
1001,2011,Israel,559999954,0,122204513,0,682204467
1002,2012,Israel,672151410,0,1048001273,0,1720152683
1003,2013,Israel,984614992,0,1268274497,0,2252889489
1004,2014,Israel,1244032760,0,1269159957,0,2513192717
1005,2015,Israel,1499643983,0,1279611307,0,2779255290
1006,2016,Israel,1316787124,0,1664207736,0,2980994860
1007,2017,Israel,1219956177,0,1223603656,0,2443559833
1008,2018,Israel,1216713533,0,116743803,0,1333457336
1009,2019,Israel,1361955031,0,115834098,0,1477789129
1010,2020,Israel,1273484262,0,0,0,1273484262
1011,2021,Israel,1598196934,0,532996084,0,2131193018
1012,2022,Israel,1333938238,0,478850118,0,1812788356
1013,2023,Israel,1507901664,0,0,0,1507901664
1014,1998,Cayman Islands,0,0,0,0,0
1015,1999,Cayman Islands,0,0,0,0,0
1016,2000,Cayman Islands,0,0,0,0,0
1017,2001,Cayman Islands,0,0,0,0,0
1018,2002,Cayman Islands,0,0,0,0,0
1019,2003,Cayman Islands,0,0,0,0,0
1020,2004,Cayman Islands,2830072,0,23909015,0,26739087
1021,2005,Cayman Islands,2478600,0,81219274,0,83697874
